reading dataset "/data/xjs/index/dvstor_sift100m/converted/base_100000000.u8bin" (dim=128, vectors=100000000/100000000, dtype=uint8, vector_bytes=128)
Building Vamana graph 75% (75766884/100000000) elapsed 1h45m20s
Building Vamana graph 75% (75958218/100000000) elapsed 1h45m35s
Building Vamana graph 76% (76149797/100000000) elapsed 1h45m50s
Building Vamana graph 76% (76341329/100000000) elapsed 1h46m5s
Building Vamana graph 76% (76532758/100000000) elapsed 1h46m20s
Building Vamana graph 76% (76724082/100000000) elapsed 1h46m35s
Building Vamana graph 76% (76915538/100000000) elapsed 1h46m50s
Building Vamana graph 77% (77106963/100000000) elapsed 1h47m5s
Building Vamana graph 77% (77298471/100000000) elapsed 1h47m20s
Building Vamana graph 77% (77490056/100000000) elapsed 1h47m35s
Building Vamana graph 77% (77681334/100000000) elapsed 1h47m50s
Building Vamana graph 77% (77872705/100000000) elapsed 1h48m5s
Building Vamana graph 78% (78064335/100000000) elapsed 1h48m20s
Building Vamana graph 78% (78255415/100000000) elapsed 1h48m35s
Building Vamana graph 78% (78446850/100000000) elapsed 1h48m50s
Building Vamana graph 78% (78638185/100000000) elapsed 1h49m5s
Building Vamana graph 78% (78829485/100000000) elapsed 1h49m20s
Building Vamana graph 79% (79020682/100000000) elapsed 1h49m35s
Building Vamana graph 79% (79212138/100000000) elapsed 1h49m50s
Building Vamana graph 79% (79403650/100000000) elapsed 1h50m5s
Building Vamana graph 79% (79594929/100000000) elapsed 1h50m20s
Building Vamana graph 79% (79786306/100000000) elapsed 1h50m35s
Building Vamana graph 79% (79977520/100000000) elapsed 1h50m50s
Building Vamana graph 80% (80003010/100000000) elapsed 1h50m52s
Building Vamana graph 80% (80194341/100000000) elapsed 1h51m7s
Building Vamana graph 80% (80385418/100000000) elapsed 1h51m22s
Building Vamana graph 80% (80576641/100000000) elapsed 1h51m37s
Building Vamana graph 80% (80767928/100000000) elapsed 1h51m52s
Building Vamana graph 80% (80959159/100000000) elapsed 1h52m7s
Building Vamana graph 81% (81150435/100000000) elapsed 1h52m22s
Building Vamana graph 81% (81341789/100000000) elapsed 1h52m37s
Building Vamana graph 81% (81532914/100000000) elapsed 1h52m52s
Building Vamana graph 81% (81724322/100000000) elapsed 1h53m7s
Building Vamana graph 81% (81915594/100000000) elapsed 1h53m22s
Building Vamana graph 82% (82106955/100000000) elapsed 1h53m37s
Building Vamana graph 82% (82298265/100000000) elapsed 1h53m52s
Building Vamana graph 82% (82489812/100000000) elapsed 1h54m7s
Building Vamana graph 82% (82681424/100000000) elapsed 1h54m22s
Building Vamana graph 82% (82872983/100000000) elapsed 1h54m37s
Building Vamana graph 83% (83064500/100000000) elapsed 1h54m52s
Building Vamana graph 83% (83254749/100000000) elapsed 1h55m7s
Building Vamana graph 83% (83444692/100000000) elapsed 1h55m22s
Building Vamana graph 83% (83634574/100000000) elapsed 1h55m37s
Building Vamana graph 83% (83824701/100000000) elapsed 1h55m52s
Building Vamana graph 84% (84014625/100000000) elapsed 1h56m7s
Building Vamana graph 84% (84204620/100000000) elapsed 1h56m22s
Building Vamana graph 84% (84394573/100000000) elapsed 1h56m37s
Building Vamana graph 84% (84584468/100000000) elapsed 1h56m52s
Building Vamana graph 84% (84774433/100000000) elapsed 1h57m7s
Building Vamana graph 84% (84964616/100000000) elapsed 1h57m22s
Building Vamana graph 85% (85002614/100000000) elapsed 1h57m25s
Building Vamana graph 85% (85192541/100000000) elapsed 1h57m40s
Building Vamana graph 85% (85382568/100000000) elapsed 1h57m55s
Building Vamana graph 85% (85572887/100000000) elapsed 1h58m10s
Building Vamana graph 85% (85762918/100000000) elapsed 1h58m25s
Building Vamana graph 85% (85953031/100000000) elapsed 1h58m40s
Building Vamana graph 86% (86143009/100000000) elapsed 1h58m55s
Building Vamana graph 86% (86333067/100000000) elapsed 1h59m10s
Building Vamana graph 86% (86522951/100000000) elapsed 1h59m25s
Building Vamana graph 86% (86712900/100000000) elapsed 1h59m40s
Building Vamana graph 86% (86902893/100000000) elapsed 1h59m55s
Building Vamana graph 87% (87092781/100000000) elapsed 2h0m10s
Building Vamana graph 87% (87282907/100000000) elapsed 2h0m25s
Building Vamana graph 87% (87473128/100000000) elapsed 2h0m40s
Building Vamana graph 87% (87663186/100000000) elapsed 2h0m55s
Building Vamana graph 87% (87853341/100000000) elapsed 2h1m10s
Building Vamana graph 88% (88043469/100000000) elapsed 2h1m25s
Building Vamana graph 88% (88233439/100000000) elapsed 2h1m40s
Building Vamana graph 88% (88423668/100000000) elapsed 2h1m55s
Building Vamana graph 88% (88613941/100000000) elapsed 2h2m10s
Building Vamana graph 88% (88804025/100000000) elapsed 2h2m25s
Building Vamana graph 88% (88994239/100000000) elapsed 2h2m40s
Building Vamana graph 89% (89184399/100000000) elapsed 2h2m55s
Building Vamana graph 89% (89374316/100000000) elapsed 2h3m10s
Building Vamana graph 89% (89564432/100000000) elapsed 2h3m25s
Building Vamana graph 89% (89754681/100000000) elapsed 2h3m40s
Building Vamana graph 89% (89944776/100000000) elapsed 2h3m55s
Building Vamana graph 90% (90001774/100000000) elapsed 2h3m59s
Building Vamana graph 90% (90191905/100000000) elapsed 2h4m14s
Building Vamana graph 90% (90381858/100000000) elapsed 2h4m29s
Building Vamana graph 90% (90571936/100000000) elapsed 2h4m44s
Building Vamana graph 90% (90762051/100000000) elapsed 2h4m59s
Building Vamana graph 90% (90952305/100000000) elapsed 2h5m14s
Building Vamana graph 91% (91142294/100000000) elapsed 2h5m29s
Building Vamana graph 91% (91332337/100000000) elapsed 2h5m44s
Building Vamana graph 91% (91522561/100000000) elapsed 2h5m59s
Building Vamana graph 91% (91712443/100000000) elapsed 2h6m14s
Building Vamana graph 91% (91902652/100000000) elapsed 2h6m29s
Building Vamana graph 92% (92092721/100000000) elapsed 2h6m44s
Building Vamana graph 92% (92282566/100000000) elapsed 2h7m0s
Building Vamana graph 92% (92472437/100000000) elapsed 2h7m15s
Building Vamana graph 92% (92662305/100000000) elapsed 2h7m30s
Building Vamana graph 92% (92852243/100000000) elapsed 2h7m45s
Building Vamana graph 93% (93042242/100000000) elapsed 2h8m0s
Building Vamana graph 93% (93232235/100000000) elapsed 2h8m15s
Building Vamana graph 93% (93422330/100000000) elapsed 2h8m30s
Building Vamana graph 93% (93612344/100000000) elapsed 2h8m45s
Building Vamana graph 93% (93802437/100000000) elapsed 2h9m0s
Building Vamana graph 93% (93992240/100000000) elapsed 2h9m15s
Building Vamana graph 94% (94182198/100000000) elapsed 2h9m30s
Building Vamana graph 94% (94372192/100000000) elapsed 2h9m45s
Building Vamana graph 94% (94562102/100000000) elapsed 2h10m0s
Building Vamana graph 94% (94752330/100000000) elapsed 2h10m15s
Building Vamana graph 94% (94942454/100000000) elapsed 2h10m30s
Building Vamana graph 95% (95002696/100000000) elapsed 2h10m34s
Building Vamana graph 95% (95192654/100000000) elapsed 2h10m49s
Building Vamana graph 95% (95382611/100000000) elapsed 2h11m4s
Building Vamana graph 95% (95572403/100000000) elapsed 2h11m19s
Building Vamana graph 95% (95762404/100000000) elapsed 2h11m34s
Building Vamana graph 95% (95952549/100000000) elapsed 2h11m49s
Building Vamana graph 96% (96142623/100000000) elapsed 2h12m4s
Building Vamana graph 96% (96332680/100000000) elapsed 2h12m19s
Building Vamana graph 96% (96522868/100000000) elapsed 2h12m34s
Building Vamana graph 96% (96712964/100000000) elapsed 2h12m49s
Building Vamana graph 96% (96902680/100000000) elapsed 2h13m4s
Building Vamana graph 97% (97092952/100000000) elapsed 2h13m19s
Building Vamana graph 97% (97282812/100000000) elapsed 2h13m34s
Building Vamana graph 97% (97473006/100000000) elapsed 2h13m49s
Building Vamana graph 97% (97663069/100000000) elapsed 2h14m4s
Building Vamana graph 97% (97853032/100000000) elapsed 2h14m19s
Building Vamana graph 98% (98043132/100000000) elapsed 2h14m34s
Building Vamana graph 98% (98233264/100000000) elapsed 2h14m49s
Building Vamana graph 98% (98423403/100000000) elapsed 2h15m4s
Building Vamana graph 98% (98613606/100000000) elapsed 2h15m19s
Building Vamana graph 98% (98803723/100000000) elapsed 2h15m34s
Building Vamana graph 98% (98993811/100000000) elapsed 2h15m49s
Building Vamana graph 99% (99183981/100000000) elapsed 2h16m4s
Building Vamana graph 99% (99374020/100000000) elapsed 2h16m19s
Building Vamana graph 99% (99564125/100000000) elapsed 2h16m34s
Building Vamana graph 99% (99754142/100000000) elapsed 2h16m49s
Building Vamana graph 99% (99944334/100000000) elapsed 2h17m4s
Building Vamana graph 100% (100000000/100000000) elapsed 2h17m9s done
building reverse-edge CSR for bulk consolidation...
bulk reverse consolidation memory: incoming_edges=4340401944 edge_bytes=17361607776 offset_bytes=800000008 count_bytes=400000000
Bulk reverse-edge consolidation 5% (5049618/100000000) elapsed 4s
Bulk reverse-edge consolidation 10% (10142832/100000000) elapsed 8s
Bulk reverse-edge consolidation 15% (15014290/100000000) elapsed 12s
Bulk reverse-edge consolidation 20% (20073690/100000000) elapsed 16s
Bulk reverse-edge consolidation 25% (25121024/100000000) elapsed 20s
Bulk reverse-edge consolidation 30% (30165105/100000000) elapsed 25s
Bulk reverse-edge consolidation 35% (35223584/100000000) elapsed 29s
Bulk reverse-edge consolidation 40% (40245912/100000000) elapsed 34s
Bulk reverse-edge consolidation 45% (45250424/100000000) elapsed 38s
Bulk reverse-edge consolidation 50% (50170395/100000000) elapsed 43s
Bulk reverse-edge consolidation 55% (55132003/100000000) elapsed 47s
Bulk reverse-edge consolidation 60% (60259596/100000000) elapsed 52s
Bulk reverse-edge consolidation 65% (65077757/100000000) elapsed 56s
Bulk reverse-edge consolidation 70% (70123308/100000000) elapsed 1m1s
Bulk reverse-edge consolidation 75% (75138685/100000000) elapsed 1m5s
Bulk reverse-edge consolidation 80% (80159210/100000000) elapsed 1m9s
Bulk reverse-edge consolidation 85% (85174391/100000000) elapsed 1m13s
Bulk reverse-edge consolidation 90% (90206914/100000000) elapsed 1m18s
Bulk reverse-edge consolidation 95% (95218153/100000000) elapsed 1m22s
Bulk reverse-edge consolidation 100% (100000000/100000000) elapsed 1m26s done
graph stats: avg_degree=34.1492 max=48 min=1
Exporting Vamana shards 0% (0/100000005) elapsed 15s
Exporting Vamana shards 0% (0/100000005) elapsed 30s
Exporting Vamana shards 0% (0/100000005) elapsed 45s
Exporting Vamana shards 0% (0/100000005) elapsed 1m0s
Exporting Vamana shards 0% (0/100000005) elapsed 1m15s
Exporting Vamana shards 0% (0/100000005) elapsed 1m30s
Exporting Vamana shards 0% (0/100000005) elapsed 1m45s
Exporting Vamana shards 0% (0/100000005) elapsed 2m0s
Exporting Vamana shards 0% (0/100000005) elapsed 2m15s
Exporting Vamana shards 0% (0/100000005) elapsed 2m30s
Exporting Vamana shards 0% (0/100000005) elapsed 2m45s
Exporting Vamana shards 0% (0/100000005) elapsed 3m0s
Exporting Vamana shards 0% (0/100000005) elapsed 3m15s
Exporting Vamana shards 0% (0/100000005) elapsed 3m30s
Exporting Vamana shards 0% (0/100000005) elapsed 3m45s
Exporting Vamana shards 0% (0/100000005) elapsed 4m0s
Exporting Vamana shards 0% (0/100000005) elapsed 4m15s
Exporting Vamana shards 0% (0/100000005) elapsed 4m30s
Exporting Vamana shards 0% (0/100000005) elapsed 4m45s
Exporting Vamana shards 0% (0/100000005) elapsed 5m0s
Exporting Vamana shards 0% (0/100000005) elapsed 5m15s
Exporting Vamana shards 0% (0/100000005) elapsed 5m30s
Exporting Vamana shards 0% (0/100000005) elapsed 5m45s
Exporting Vamana shards 0% (0/100000005) elapsed 6m0s
Exporting Vamana shards 0% (0/100000005) elapsed 6m15s
Exporting Vamana shards 0% (0/100000005) elapsed 6m30s
Exporting Vamana shards 0% (0/100000005) elapsed 6m45s
Exporting Vamana shards 0% (0/100000005) elapsed 7m0s
Exporting Vamana shards 0% (0/100000005) elapsed 7m15s
Exporting Vamana shards 0% (0/100000005) elapsed 7m30s
Exporting Vamana shards 0% (0/100000005) elapsed 7m45s
Exporting Vamana shards 0% (0/100000005) elapsed 8m0s
terminate called after throwing an instance of 'std::runtime_error'
  what():  adjacency entry count exceeds METIS idx_t capacity; rebuild METIS with 64-bit idx_t
