reading dataset "/data/xjs/index/dvstor_sift100m/converted/base_100000000.u8bin" (dim=128, vectors=100000000/100000000, dtype=uint8, vector_bytes=128)
Building Vamana graph 75% (75776576/100000000) elapsed 1h43m53s
Building Vamana graph 75% (75970391/100000000) elapsed 1h44m8s
Building Vamana graph 76% (76164101/100000000) elapsed 1h44m23s
Building Vamana graph 76% (76356842/100000000) elapsed 1h44m38s
Building Vamana graph 76% (76549987/100000000) elapsed 1h44m53s
Building Vamana graph 76% (76743514/100000000) elapsed 1h45m8s
Building Vamana graph 76% (76937338/100000000) elapsed 1h45m23s
Building Vamana graph 77% (77131062/100000000) elapsed 1h45m39s
Building Vamana graph 77% (77324893/100000000) elapsed 1h45m54s
Building Vamana graph 77% (77518817/100000000) elapsed 1h46m9s
Building Vamana graph 77% (77712062/100000000) elapsed 1h46m24s
Building Vamana graph 77% (77905905/100000000) elapsed 1h46m39s
Building Vamana graph 78% (78099383/100000000) elapsed 1h46m54s
Building Vamana graph 78% (78293045/100000000) elapsed 1h47m9s
Building Vamana graph 78% (78487018/100000000) elapsed 1h47m24s
Building Vamana graph 78% (78680965/100000000) elapsed 1h47m39s
Building Vamana graph 78% (78874759/100000000) elapsed 1h47m54s
Building Vamana graph 79% (79068503/100000000) elapsed 1h48m9s
Building Vamana graph 79% (79262353/100000000) elapsed 1h48m24s
Building Vamana graph 79% (79456310/100000000) elapsed 1h48m39s
Building Vamana graph 79% (79650176/100000000) elapsed 1h48m54s
Building Vamana graph 79% (79844294/100000000) elapsed 1h49m9s
Building Vamana graph 80% (80002668/100000000) elapsed 1h49m21s
Building Vamana graph 80% (80196811/100000000) elapsed 1h49m36s
Building Vamana graph 80% (80390800/100000000) elapsed 1h49m51s
Building Vamana graph 80% (80584716/100000000) elapsed 1h50m6s
Building Vamana graph 80% (80778829/100000000) elapsed 1h50m21s
Building Vamana graph 80% (80972541/100000000) elapsed 1h50m36s
Building Vamana graph 81% (81166327/100000000) elapsed 1h50m51s
Building Vamana graph 81% (81359751/100000000) elapsed 1h51m6s
Building Vamana graph 81% (81553245/100000000) elapsed 1h51m21s
Building Vamana graph 81% (81747140/100000000) elapsed 1h51m36s
Building Vamana graph 81% (81941136/100000000) elapsed 1h51m51s
Building Vamana graph 82% (82134786/100000000) elapsed 1h52m6s
Building Vamana graph 82% (82328725/100000000) elapsed 1h52m21s
Building Vamana graph 82% (82522256/100000000) elapsed 1h52m36s
Building Vamana graph 82% (82716509/100000000) elapsed 1h52m51s
Building Vamana graph 82% (82910743/100000000) elapsed 1h53m6s
Building Vamana graph 83% (83104783/100000000) elapsed 1h53m21s
Building Vamana graph 83% (83296826/100000000) elapsed 1h53m36s
Building Vamana graph 83% (83488515/100000000) elapsed 1h53m51s
Building Vamana graph 83% (83680289/100000000) elapsed 1h54m6s
Building Vamana graph 83% (83872220/100000000) elapsed 1h54m21s
Building Vamana graph 84% (84064111/100000000) elapsed 1h54m36s
Building Vamana graph 84% (84256252/100000000) elapsed 1h54m51s
Building Vamana graph 84% (84448464/100000000) elapsed 1h55m6s
Building Vamana graph 84% (84640609/100000000) elapsed 1h55m21s
Building Vamana graph 84% (84832731/100000000) elapsed 1h55m36s
Building Vamana graph 85% (85002494/100000000) elapsed 1h55m49s
Building Vamana graph 85% (85194521/100000000) elapsed 1h56m4s
Building Vamana graph 85% (85386602/100000000) elapsed 1h56m19s
Building Vamana graph 85% (85578911/100000000) elapsed 1h56m34s
Building Vamana graph 85% (85770884/100000000) elapsed 1h56m49s
Building Vamana graph 85% (85963072/100000000) elapsed 1h57m4s
Building Vamana graph 86% (86154856/100000000) elapsed 1h57m19s
Building Vamana graph 86% (86346913/100000000) elapsed 1h57m34s
Building Vamana graph 86% (86538878/100000000) elapsed 1h57m49s
Building Vamana graph 86% (86730969/100000000) elapsed 1h58m4s
Building Vamana graph 86% (86923094/100000000) elapsed 1h58m19s
Building Vamana graph 87% (87114984/100000000) elapsed 1h58m34s
Building Vamana graph 87% (87307082/100000000) elapsed 1h58m49s
Building Vamana graph 87% (87499405/100000000) elapsed 1h59m4s
Building Vamana graph 87% (87691693/100000000) elapsed 1h59m19s
Building Vamana graph 87% (87883963/100000000) elapsed 1h59m34s
Building Vamana graph 88% (88076055/100000000) elapsed 1h59m49s
Building Vamana graph 88% (88268033/100000000) elapsed 2h0m4s
Building Vamana graph 88% (88460107/100000000) elapsed 2h0m19s
Building Vamana graph 88% (88652154/100000000) elapsed 2h0m34s
Building Vamana graph 88% (88844270/100000000) elapsed 2h0m49s
Building Vamana graph 89% (89036357/100000000) elapsed 2h1m4s
Building Vamana graph 89% (89228543/100000000) elapsed 2h1m19s
Building Vamana graph 89% (89419983/100000000) elapsed 2h1m34s
Building Vamana graph 89% (89612004/100000000) elapsed 2h1m49s
Building Vamana graph 89% (89804339/100000000) elapsed 2h2m4s
Building Vamana graph 89% (89996152/100000000) elapsed 2h2m19s
Building Vamana graph 90% (90002582/100000000) elapsed 2h2m20s
Building Vamana graph 90% (90194561/100000000) elapsed 2h2m35s
Building Vamana graph 90% (90386670/100000000) elapsed 2h2m50s
Building Vamana graph 90% (90578800/100000000) elapsed 2h3m5s
Building Vamana graph 90% (90770731/100000000) elapsed 2h3m20s
Building Vamana graph 90% (90963211/100000000) elapsed 2h3m35s
Building Vamana graph 91% (91155180/100000000) elapsed 2h3m50s
Building Vamana graph 91% (91347040/100000000) elapsed 2h4m5s
Building Vamana graph 91% (91539425/100000000) elapsed 2h4m20s
Building Vamana graph 91% (91731566/100000000) elapsed 2h4m35s
Building Vamana graph 91% (91923952/100000000) elapsed 2h4m50s
Building Vamana graph 92% (92116443/100000000) elapsed 2h5m5s
Building Vamana graph 92% (92308871/100000000) elapsed 2h5m20s
Building Vamana graph 92% (92501111/100000000) elapsed 2h5m35s
Building Vamana graph 92% (92692980/100000000) elapsed 2h5m50s
Building Vamana graph 92% (92884700/100000000) elapsed 2h6m5s
Building Vamana graph 93% (93076662/100000000) elapsed 2h6m20s
Building Vamana graph 93% (93268772/100000000) elapsed 2h6m35s
Building Vamana graph 93% (93460881/100000000) elapsed 2h6m50s
Building Vamana graph 93% (93653388/100000000) elapsed 2h7m5s
Building Vamana graph 93% (93845835/100000000) elapsed 2h7m20s
Building Vamana graph 94% (94038182/100000000) elapsed 2h7m35s
Building Vamana graph 94% (94230721/100000000) elapsed 2h7m50s
Building Vamana graph 94% (94423091/100000000) elapsed 2h8m5s
Building Vamana graph 94% (94615601/100000000) elapsed 2h8m20s
Building Vamana graph 94% (94808166/100000000) elapsed 2h8m35s
Building Vamana graph 95% (95000554/100000000) elapsed 2h8m50s
Building Vamana graph 95% (95192974/100000000) elapsed 2h9m5s
Building Vamana graph 95% (95385327/100000000) elapsed 2h9m20s
Building Vamana graph 95% (95577251/100000000) elapsed 2h9m35s
Building Vamana graph 95% (95769362/100000000) elapsed 2h9m50s
Building Vamana graph 95% (95961358/100000000) elapsed 2h10m5s
Building Vamana graph 96% (96153732/100000000) elapsed 2h10m20s
Building Vamana graph 96% (96346122/100000000) elapsed 2h10m35s
Building Vamana graph 96% (96538441/100000000) elapsed 2h10m50s
Building Vamana graph 96% (96730702/100000000) elapsed 2h11m5s
Building Vamana graph 96% (96923032/100000000) elapsed 2h11m20s
Building Vamana graph 97% (97115592/100000000) elapsed 2h11m35s
Building Vamana graph 97% (97307706/100000000) elapsed 2h11m50s
Building Vamana graph 97% (97500231/100000000) elapsed 2h12m5s
Building Vamana graph 97% (97692790/100000000) elapsed 2h12m20s
Building Vamana graph 97% (97885151/100000000) elapsed 2h12m35s
Building Vamana graph 98% (98077509/100000000) elapsed 2h12m50s
Building Vamana graph 98% (98270103/100000000) elapsed 2h13m5s
Building Vamana graph 98% (98462392/100000000) elapsed 2h13m20s
Building Vamana graph 98% (98654954/100000000) elapsed 2h13m35s
Building Vamana graph 98% (98847375/100000000) elapsed 2h13m50s
Building Vamana graph 99% (99039392/100000000) elapsed 2h14m5s
Building Vamana graph 99% (99231357/100000000) elapsed 2h14m20s
Building Vamana graph 99% (99423020/100000000) elapsed 2h14m35s
Building Vamana graph 99% (99615228/100000000) elapsed 2h14m50s
Building Vamana graph 99% (99807485/100000000) elapsed 2h15m5s
Building Vamana graph 99% (99999655/100000000) elapsed 2h15m20s
Building Vamana graph 100% (100000000/100000000) elapsed 2h15m20s done
building reverse-edge CSR for bulk consolidation...
bulk reverse consolidation memory: incoming_edges=4340537007 edge_bytes=17362148028 offset_bytes=800000008 count_bytes=400000000
Bulk reverse-edge consolidation 5% (5164946/100000000) elapsed 4s
Bulk reverse-edge consolidation 10% (10018612/100000000) elapsed 8s
Bulk reverse-edge consolidation 15% (15170474/100000000) elapsed 12s
Bulk reverse-edge consolidation 20% (20302768/100000000) elapsed 17s
Bulk reverse-edge consolidation 25% (25133541/100000000) elapsed 21s
Bulk reverse-edge consolidation 30% (30006943/100000000) elapsed 25s
Bulk reverse-edge consolidation 35% (35160489/100000000) elapsed 29s
Bulk reverse-edge consolidation 40% (40018668/100000000) elapsed 33s
Bulk reverse-edge consolidation 45% (45153240/100000000) elapsed 37s
Bulk reverse-edge consolidation 50% (50275923/100000000) elapsed 41s
Bulk reverse-edge consolidation 55% (55045190/100000000) elapsed 45s
Bulk reverse-edge consolidation 60% (60183602/100000000) elapsed 50s
Bulk reverse-edge consolidation 65% (65024841/100000000) elapsed 54s
Bulk reverse-edge consolidation 70% (70173098/100000000) elapsed 58s
Bulk reverse-edge consolidation 75% (75008692/100000000) elapsed 1m2s
Bulk reverse-edge consolidation 80% (80181519/100000000) elapsed 1m6s
Bulk reverse-edge consolidation 85% (85189970/100000000) elapsed 1m10s
Bulk reverse-edge consolidation 90% (90207865/100000000) elapsed 1m13s
Bulk reverse-edge consolidation 95% (95222271/100000000) elapsed 1m17s
Bulk reverse-edge consolidation 100% (100000000/100000000) elapsed 1m21s done
graph stats: avg_degree=34.1508 max=48 min=1
Exporting Vamana shards 0% (0/100000005) elapsed 15s
Exporting Vamana shards 0% (0/100000005) elapsed 30s
Exporting Vamana shards 0% (0/100000005) elapsed 45s
Exporting Vamana shards 0% (0/100000005) elapsed 1m0s
partition strategy: balanced max_degree=48 imbalance=1.03
partition node counts: 20000000 20000000 20000000 20000000 20000000
active neighbor cross-shard ratio: 0.800049
Exporting Vamana shards 1% (1435216/100000005) elapsed 1m15s
Exporting Vamana shards 5% (5050970/100000005) elapsed 1m27s
Exporting Vamana shards 9% (9434885/100000005) elapsed 1m42s
Exporting Vamana shards 10% (10009180/100000005) elapsed 1m44s
Exporting Vamana shards 14% (14560761/100000005) elapsed 1m59s
Exporting Vamana shards 15% (15013307/100000005) elapsed 2m1s
Exporting Vamana shards 19% (19598603/100000005) elapsed 2m16s
Exporting Vamana shards 20% (20078846/100000005) elapsed 2m17s
Exporting Vamana shards 24% (24596601/100000005) elapsed 2m32s
Exporting Vamana shards 25% (25075297/100000005) elapsed 2m34s
Exporting Vamana shards 29% (29717027/100000005) elapsed 2m49s
Exporting Vamana shards 30% (30035413/100000005) elapsed 2m50s
Exporting Vamana shards 34% (34685752/100000005) elapsed 3m5s
Exporting Vamana shards 35% (35005910/100000005) elapsed 3m6s
Exporting Vamana shards 39% (39644245/100000005) elapsed 3m21s
Exporting Vamana shards 40% (40040361/100000005) elapsed 3m22s
Exporting Vamana shards 44% (44693338/100000005) elapsed 3m37s
Exporting Vamana shards 45% (45012169/100000005) elapsed 3m38s
Exporting Vamana shards 49% (49664522/100000005) elapsed 3m53s
Exporting Vamana shards 50% (50063583/100000005) elapsed 3m54s
Exporting Vamana shards 54% (54737067/100000005) elapsed 4m9s
Exporting Vamana shards 55% (55056277/100000005) elapsed 4m10s
Exporting Vamana shards 59% (59775794/100000005) elapsed 4m25s
Exporting Vamana shards 60% (60064534/100000005) elapsed 4m26s
Exporting Vamana shards 64% (64800690/100000005) elapsed 4m41s
Exporting Vamana shards 65% (65013086/100000005) elapsed 4m42s
Exporting Vamana shards 69% (69698303/100000005) elapsed 4m57s
Exporting Vamana shards 70% (70018333/100000005) elapsed 4m58s
Exporting Vamana shards 74% (74686634/100000005) elapsed 5m13s
Exporting Vamana shards 75% (75006421/100000005) elapsed 5m14s
Exporting Vamana shards 79% (79643086/100000005) elapsed 5m29s
Exporting Vamana shards 80% (80041312/100000005) elapsed 5m30s
Exporting Vamana shards 84% (84712680/100000005) elapsed 5m45s
Exporting Vamana shards 85% (85031334/100000005) elapsed 5m46s
Exporting Vamana shards 89% (89677405/100000005) elapsed 6m1s
Exporting Vamana shards 90% (90036540/100000005) elapsed 6m2s
Exporting Vamana shards 94% (94822036/100000005) elapsed 6m17s
Exporting Vamana shards 95% (95061909/100000005) elapsed 6m18s
Exporting Vamana shards 99% (99688028/100000005) elapsed 6m33s
Exporting Vamana shards 100% (100000005/100000005) elapsed 6m34s done
offline build finished in 8762.76 seconds
